tenant_id,age,city_tier,employer_type,income_monthly,rent_amount,deposit_multiple,lease_term_months,tenure_months_on_platform,avg_days_late,late_payment_rate,failed_txn_rate,payment_method,rent_to_income,default_flag,dpd_next_month
53,33,Tier2,MNC,60481,17945,2,13,15,2,0.22524770231851396,0.015691149863148127,UPI,0.2967047502521453,0,2
54,36,Tier3,MNC,56695,24115,1,17,12,1,0.12826736985311124,0.05559973954532397,UPI,0.42534615045418467,0,1
55,37,Tier1,Startup,42851,10948,2,17,16,2,0.06587292061819637,0.0358416485180462,NetBanking,0.25548995356001025,0,1
56,22,Tier2,Gig,66702,25913,0,10,11,2,0.24034155351661887,0.15938275633713217,UPI,0.3884891007765884,0,2
57,39,Tier1,MNC,54225,19875,1,16,17,1,0.05327359406475646,0.1337509833781555,UPI,0.3665283540802213,0,1
58,26,Tier1,SME,41903,12282,3,13,3,2,0.20642000255428297,0.1964199775557639,Wallet,0.2931055055723934,0,0
59,46,Tier1,Gig,80283,30699,1,12,0,0,0.0680005165988145,0.16336834245569992,UPI,0.3823848137214603,1,37
60,44,Tier1,Gig,61980,27254,1,21,16,1,0.3030412298021744,0.04282802178394431,Card,0.43972249112616973,0,2
61,52,Tier2,Gig,55438,11652,1,18,11,2,0.05044243119986777,0.028484671568604784,Wallet,0.21018074245102636,0,4
62,46,Tier2,MNC,86801,13476,2,14,12,1,0.09991816201540205,0.14867305894905478,NetBanking,0.15525166760751605,0,4
63,33,Tier2,MNC,23278,9228,2,6,5,4,0.12775841101947547,0.05462381629495407,NetBanking,0.39642580977747227,0,1
64,53,Tier2,SME,85456,23165,3,18,6,4,0.2661817034482457,0.19229154642960916,Wallet,0.27107517318854146,0,6
65,34,Tier2,MNC,42396,13283,2,19,12,2,0.11613360165928707,0.15605516802698532,UPI,0.313307859232003,0,0
66,32,Tier1,Gig,64230,13921,1,8,7,5,0.21990795505550947,0.05807431473820134,Wallet,0.21673672738595673,0,1
67,51,Tier1,MNC,48238,19417,0,19,1,2,0.0753032970185439,0.08979488906032472,UPI,0.4025249803059828,0,1
68,33,Tier1,Startup,41539,15218,1,13,5,0,0.30283761906053264,0.07359585268341243,UPI,0.366354510219312,0,1
69,23,Tier2,Gig,86277,37617,2,19,6,0,0.11972439356060212,0.08630863237095125,NetBanking,0.4360026426509962,0,3
70,36,Tier3,Gig,97124,28416,3,21,14,3,0.3908142520772922,0.01176895410221768,UPI,0.29257444092088464,0,0
71,48,Tier1,Startup,55575,24618,0,18,6,0,0.3637504520699799,0.061741295525114766,UPI,0.4429689608636977,0,3
72,27,Tier2,Gig,66709,20229,1,22,8,4,0.3626891803441112,0.02137280451473425,UPI,0.3032424410499333,0,1
73,36,Tier2,MNC,61139,20568,2,7,10,4,0.31961931394188414,0.08269325414035321,UPI,0.33641374572695004,0,3
74,25,Tier2,SME,94610,33325,2,11,2,3,0.2853047787943408,0.07243152645358587,UPI,0.35223549307684177,0,0
75,44,Tier2,MNC,17736,5266,2,7,10,3,0.18744456724678643,0.09607689296422246,UPI,0.2969102390617952,0,2
76,37,Tier2,Gig,67542,21534,1,9,3,1,0.04108993861053777,0.028199387104432344,Card,0.3188238429421693,0,3
77,32,Tier2,Gig,45457,9863,1,12,15,1,0.2502245644696951,0.27867732800463596,NetBanking,0.216974283388697,0,4
78,28,Tier3,MNC,15000,3880,1,6,5,5,0.3177378984511518,0.07608097349425175,UPI,0.25866666666666666,0,1
79,40,Tier1,MNC,52789,19035,1,13,5,2,0.10394012250842104,0.14309200259089286,UPI,0.3605864858209097,0,0
80,43,Tier3,SME,96960,15678,2,8,7,1,0.23054614111464355,0.06776764511298777,NetBanking,0.16169554455445545,0,2
81,52,Tier1,MNC,46879,16882,1,8,6,1,0.11928620002955734,0.08811056587680442,UPI,0.36011860321252587,0,2
82,35,Tier2,Gig,75815,18281,1,21,10,1,0.061139943279202795,0.14539095825105097,UPI,0.24112642616896393,0,1
83,26,Tier1,MNC,83973,19444,3,19,13,1,0.09727701428867762,0.18776114081632234,UPI,0.23155061746037417,0,5
84,49,Tier1,Startup,59746,21391,2,14,17,2,0.19850782620579252,0.015348014663189927,UPI,0.35803233689284636,0,2
85,42,Tier1,SME,62409,13385,1,16,15,1,0.04715881225873849,0.0648664929977446,UPI,0.21447227162748964,0,4
86,44,Tier1,SME,25674,11258,3,11,4,1,0.2595044841858476,0.003986144742775582,NetBanking,0.43849809145438967,0,1
87,24,Tier1,MNC,45676,20426,1,14,10,2,0.3427487715354254,0.08087285563719987,UPI,0.4471932743672826,0,3
88,31,Tier1,Gig,78140,22459,2,19,5,1,0.18339366622869258,0.256355187972065,UPI,0.2874200153570515,0,2
89,47,Tier1,Startup,61213,16553,1,15,14,1,0.29205297940650765,0.06333027350705095,UPI,0.2704164148138467,0,1
90,49,Tier1,SME,67346,11698,2,20,0,3,0.1470083250325629,0.05885285920422801,UPI,0.17369999703026162,0,0
91,35,Tier2,SME,62663,24029,1,14,17,6,0.1449025628487759,0.09842039077010936,UPI,0.38346392608078134,0,1
92,48,Tier3,Gig,103840,20645,1,12,6,5,0.01753052618644243,0.0977742734379113,UPI,0.19881548536209553,0,1
93,49,Tier2,Gig,51389,22092,3,22,13,3,0.09583759872655447,0.09533976885193578,Card,0.42989744887038084,0,2
94,34,Tier1,Gig,92108,41188,2,22,12,1,0.0819010721094767,0.08400241325471217,UPI,0.4471707126416815,0,1
95,51,Tier1,Startup,62670,11701,1,10,6,4,0.10493378274796754,0.07041870306614768,UPI,0.18670815382160524,0,1
96,30,Tier3,Gig,93883,33319,0,14,17,2,0.2555033413116608,0.03478897624694235,Wallet,0.3548991830256809,0,0
97,29,Tier1,MNC,35500,10287,0,19,4,4,0.2431220662950953,0.016292558717920912,Wallet,0.28977464788732393,0,5
98,44,Tier1,Startup,63693,19894,1,10,13,2,0.09994671495790279,0.1789716345318698,Card,0.3123420156061106,0,0
99,42,Tier3,SME,52126,10627,2,19,16,4,0.37294329713161556,0.13284511972282223,UPI,0.20387138855849288,0,2
100,25,Tier3,SME,62789,23047,1,22,2,4,0.3948436190996129,0.19323762476212336,NetBanking,0.3670547388873847,0,2
101,49,Tier1,Gig,84447,16888,3,10,16,2,0.0952463382865806,0.09029899420033281,UPI,0.1999834215543477,0,1
102,27,Tier2,Gig,67576,28083,2,8,16,2,0.27544996687248835,0.09954607983232858,UPI,0.4155765360483012,0,0
103,48,Tier1,SME,84407,24156,3,23,6,2,0.25844330324915726,0.03234088073462188,Card,0.28618479509993244,0,2
104,21,Tier2,SME,46595,15863,2,23,15,0,0.11950887890369642,0.23220524600138567,Card,0.340444253675287,0,1
105,48,Tier1,Gig,43543,18572,1,21,0,2,0.20220003478479512,0.04343412451342605,UPI,0.4265209103644673,1,61
106,47,Tier1,Gig,60322,22402,2,17,3,3,0.3638090963982139,0.09298322524883823,UPI,0.37137362819535163,0,4
107,47,Tier2,Startup,59226,18493,1,7,13,1,0.15342877267677266,0.011894677808731616,Wallet,0.31224462229426264,0,1
108,43,Tier1,MNC,56282,15241,1,22,16,2,0.33407874114982516,0.11857220616734072,UPI,0.27079705767385664,0,3
109,37,Tier2,SME,40827,11784,2,9,2,0,0.40621007161430756,0.0616163291127939,Card,0.28863252259534133,0,1
110,44,Tier1,Gig,83973,21203,2,9,12,0,0.4353422247972863,0.03211658624029844,UPI,0.252497826682386,0,2
111,30,Tier3,Startup,52743,22882,1,18,1,0,0.12081716613242248,0.11054543946000804,Card,0.4338395616479912,0,2
112,47,Tier2,Startup,88521,19993,1,13,14,1,0.04833051606784519,0.0410855177775803,UPI,0.22585601156787655,0,2
113,39,Tier1,Startup,60254,16437,1,21,16,1,0.08418073399933036,0.04303783819908866,UPI,0.27279516712583396,0,1
114,36,Tier2,SME,72968,27980,2,21,8,4,0.34865002976418386,0.10519228821993533,UPI,0.3834557614296678,0,3
115,38,Tier1,SME,71154,18450,1,20,1,0,0.16600601778175947,0.018041863582355627,Card,0.2592967366557045,0,3
116,40,Tier1,Gig,43514,18101,2,21,3,2,0.39050277503111863,0.05890150284893203,UPI,0.41598106356574893,0,1
117,22,Tier1,MNC,67344,15012,2,15,9,2,0.3560886653041497,0.06693377949968968,UPI,0.2229151817533856,0,1
118,25,Tier3,Startup,98566,15711,1,21,14,0,0.49465253097629375,0.003373135668003689,UPI,0.15939573483757077,1,78
119,29,Tier2,Startup,65032,22021,2,22,9,0,0.21893179282315767,0.015512676062021214,UPI,0.3386179111821872,0,5
120,24,Tier3,Gig,78025,23600,3,11,8,1,0.3996191910074957,0.12473315192774356,UPI,0.3024671579621916,1,54
121,35,Tier3,SME,73865,31755,2,13,10,2,0.08125336453240636,0.015615297556176513,Card,0.4299059094293644,1,53
122,43,Tier3,Startup,66140,18316,1,17,17,1,0.0605470166228372,0.042245662970186185,Card,0.2769277290595706,1,61
123,43,Tier1,MNC,63729,12151,1,21,14,1,0.297622628608908,0.060361012405448035,UPI,0.19066672943244048,0,2
124,37,Tier3,MNC,70946,17660,2,13,2,1,0.3181280789421178,0.06397820194040924,Card,0.24892171510726468,0,1
125,50,Tier2,SME,75265,20168,2,10,3,2,0.4151979714283351,0.10413136433408185,UPI,0.2679598751079519,0,1
126,40,Tier1,MNC,32956,10708,3,11,6,1,0.18265456865304086,0.051551147057706914,UPI,0.324918072581624,0,3
127,23,Tier2,Gig,64946,15090,1,20,4,5,0.28510884635107225,0.07607639447556325,Card,0.23234687278662272,0,3
128,47,Tier1,Gig,56318,17745,2,15,13,0,0.16675830650859505,0.08438992587330589,Card,0.3150857629887425,1,99
129,40,Tier1,MNC,52169,22036,1,10,17,3,0.2548544907645915,0.04488270941031745,Card,0.4223964423316529,0,1
130,42,Tier1,Gig,85919,23809,0,18,10,4,0.21832718952295377,0.08577042982139715,UPI,0.27710983600833344,0,3
131,40,Tier1,SME,45337,15662,1,17,16,3,0.10513719286588483,0.08807538288011993,UPI,0.3454573527141187,0,1
132,39,Tier1,Startup,32104,7020,0,15,7,2,0.1492547103500123,0.06647149502012091,NetBanking,0.21866434089210068,0,1
133,24,Tier3,Gig,75914,29636,2,17,12,2,0.08029754529719656,0.09579842755333998,NetBanking,0.39038912453565877,0,2
134,40,Tier2,SME,31592,7294,1,10,12,1,0.0843046962103786,0.12258229959671438,UPI,0.23088123575588756,0,0
135,48,Tier2,MNC,21441,6945,2,9,5,1,0.05568582568381748,0.02473177946206686,UPI,0.32391213096404087,0,2
136,31,Tier1,MNC,78165,18765,2,20,13,1,0.26369304983073627,0.0075100103828651624,Card,0.24006908462867013,0,2
137,41,Tier1,SME,63174,10753,1,18,9,3,0.3855811973415065,0.12277615584322189,UPI,0.17021242916389653,0,4
138,22,Tier1,Gig,69454,17078,2,23,10,2,0.3593575953868748,0.07359417574993263,Card,0.24588936562329022,0,1
139,32,Tier2,SME,51151,10926,1,22,4,1,0.07697948626717067,0.036798175577402954,UPI,0.21360286211413265,0,3
140,35,Tier1,SME,32311,13499,0,12,5,2,0.30064978827253336,0.17238999125588766,UPI,0.41778341741202685,1,66
141,54,Tier2,MNC,36284,8339,3,14,15,1,0.34412197771006237,0.13984391357492218,UPI,0.2298258185426083,0,2
142,28,Tier2,Gig,54556,24131,0,21,11,3,0.21222249074530314,0.056028716538945214,Card,0.44231615221057263,1,102
143,30,Tier2,SME,34551,10285,1,6,2,0,0.26610146141230656,0.071131208527555,Card,0.2976758993950971,0,0
144,34,Tier3,Startup,66141,14307,2,21,9,1,0.21092793584608024,0.07746091299338029,NetBanking,0.21631060915317277,0,3
145,54,Tier1,Startup,50750,13570,1,9,11,1,0.14611109867377456,0.08130085842340537,UPI,0.26738916256157635,0,1
146,50,Tier3,MNC,63700,13060,1,10,14,0,0.21976894556817175,0.05800103802049817,UPI,0.20502354788069074,0,1
147,22,Tier2,MNC,63102,25247,2,14,15,1,0.07372907612092221,0.1042690588850533,Wallet,0.40009825362112134,0,3
148,28,Tier2,SME,67735,12598,2,18,11,6,0.07816519821033477,0.046988949642459275,UPI,0.18598951797445928,0,1
149,48,Tier2,SME,69989,28839,2,12,0,1,0.3047229634335488,0.03580458525058618,NetBanking,0.4120504650730829,0,2
150,22,Tier2,Startup,53121,8699,2,22,8,2,0.17434211804822874,0.06040912606614396,Card,0.16375821238305002,0,0
151,50,Tier3,Gig,63679,15275,1,20,3,1,0.3002083535172704,0.29502293324847,UPI,0.23987499803702947,1,110
152,30,Tier1,MNC,64720,12424,1,19,0,4,0.11698654705196615,0.05477605019348073,UPI,0.1919653893695921,0,3
153,52,Tier2,SME,15000,5333,1,19,16,2,0.4124641361858432,0.045437320829351625,UPI,0.3555333333333333,0,1
154,30,Tier2,MNC,72930,22148,0,6,3,1,0.38555933334656306,0.15362873144779837,Card,0.30368846839435076,0,1
155,35,Tier1,MNC,62998,27202,3,20,4,2,0.27142533317908224,0.06939932686328415,Card,0.4317914854439823,0,6
156,43,Tier3,Startup,71280,18522,2,16,6,2,0.16432210636654335,0.13491421301700518,UPI,0.25984848484848483,0,2
157,25,Tier1,Startup,34263,5558,1,9,8,1,0.4022051190161942,0.1587600414629571,Card,0.16221580130169572,0,2
158,39,Tier2,Startup,53684,20319,1,20,10,1,0.3331640862928685,0.052208732074138384,UPI,0.3784926607555324,1,59
159,38,Tier1,MNC,38169,12361,1,7,5,2,0.06001213864496467,0.06496186797538399,UPI,0.3238491969923236,0,2
160,47,Tier1,SME,74892,29824,2,17,14,4,0.16043635326555036,0.006450838760990809,UPI,0.3982267798963841,0,2
161,54,Tier2,SME,31897,8862,1,16,2,1,0.1352086165714546,0.021117119217993734,UPI,0.2778317710129479,0,1
162,43,Tier1,Gig,41426,15387,3,6,17,1,0.12970465924197502,0.022466150593838413,UPI,0.3714333993144402,0,2
163,34,Tier1,Startup,70686,14230,1,12,15,2,0.16843941274361462,0.03507049822189598,Card,0.2013128483716719,0,4
164,34,Tier1,Gig,47412,21328,1,8,10,1,0.1440569153447563,0.03087959052035092,NetBanking,0.44984392137011725,0,3
165,35,Tier1,MNC,41432,8373,3,23,0,3,0.18981619890619766,0.10507390918139739,Wallet,0.20209017184784708,0,2
166,48,Tier2,SME,78134,31170,2,20,13,0,0.08066554441989889,0.09170452337376121,UPI,0.39893004325901654,0,3
167,31,Tier3,Startup,78954,16874,1,23,12,3,0.1920988102533783,0.06708478338808554,NetBanking,0.2137193809053373,0,4
168,26,Tier1,SME,74441,28641,1,14,11,2,0.1260241719999197,0.10094339733876262,UPI,0.38474765250332477,0,2
169,32,Tier2,Startup,76974,31434,2,11,5,2,0.3861489313805337,0.039750858562650336,UPI,0.40837165796242886,0,3
170,21,Tier1,SME,55368,22866,2,23,7,3,0.261189092769487,0.057501594271005,Card,0.41298222800173384,0,3
171,24,Tier2,Gig,55908,16365,2,11,7,3,0.23191313640763297,0.2614182734262154,UPI,0.29271302854689846,0,2
172,24,Tier1,MNC,47038,13106,2,13,10,1,0.4012792427687567,0.14415660367308294,UPI,0.27862579191292147,0,2
173,47,Tier1,Gig,63354,25350,3,8,5,1,0.15997795221220804,0.0358935683057357,UPI,0.40013258831328724,0,1
174,45,Tier1,SME,49442,16011,2,20,7,2,0.27753784328367953,0.06493824329943214,UPI,0.32383398729824847,0,1
175,44,Tier2,SME,51338,17269,1,8,16,0,0.09554141649897405,0.060414565346791384,Card,0.3363785110444505,1,71
176,36,Tier2,SME,71998,15898,1,6,8,1,0.03675153437343613,0.054313164193043204,Wallet,0.22081168921358926,0,1
177,45,Tier1,MNC,83690,23755,2,20,10,1,0.08580211122891589,0.14934109058064043,UPI,0.28384514278886364,0,2
178,26,Tier2,Gig,67965,17727,1,21,16,0,0.28723208227751024,0.013010902815465448,Card,0.2608254248510263,0,3
179,51,Tier2,Gig,95886,33521,1,21,17,2,0.10053540280255958,0.03557751934868891,NetBanking,0.34959222409945145,0,5
180,38,Tier1,Gig,45889,9588,2,21,10,1,0.08972011739533138,0.07157537531154493,UPI,0.2089389614068731,0,4
181,52,Tier2,Gig,23240,6314,1,8,4,1,0.3948355955409755,0.0573952776694935,Card,0.2716867469879518,1,59
182,26,Tier3,Startup,74292,30060,3,12,1,4,0.05575268265192661,0.11297490921959953,UPI,0.4046196091099984,0,3
183,37,Tier1,SME,44563,13989,1,19,15,2,0.14035563092009978,0.05071839409113431,UPI,0.3139151313870251,0,3
184,44,Tier2,Gig,54526,22836,2,11,9,3,0.20493442287985092,0.07430398081242727,UPI,0.41880937534387264,0,3
185,37,Tier1,MNC,24604,5406,2,20,10,1,0.14829117526265856,0.024868650004951958,UPI,0.21972037067143554,0,3
186,36,Tier2,Gig,42015,11847,0,22,17,1,0.15356101912434514,0.043552496147539685,NetBanking,0.28197072474116386,0,5
187,26,Tier1,SME,29955,8990,1,23,6,2,0.27117842526392344,0.017500977341235922,Wallet,0.300116841929561,0,1
188,33,Tier2,Startup,51313,13863,0,19,1,0,0.05865376182667937,0.014002994512968372,UPI,0.2701654551478183,0,4
189,29,Tier1,SME,52108,18516,2,20,12,2,0.0755239090841418,0.12605035989341976,UPI,0.35533891149151764,0,2
190,31,Tier2,SME,61799,12027,2,16,17,1,0.07919559320675403,0.08225062690207266,UPI,0.1946147995922264,0,3
191,44,Tier3,MNC,84794,25931,0,7,3,1,0.26696201596938357,0.05185721578878786,UPI,0.30581173196216715,0,3
192,42,Tier1,SME,73538,14092,1,13,17,5,0.11589786538459172,0.15982019152611493,UPI,0.19162881775408633,0,3
193,41,Tier3,SME,27556,9334,3,23,9,2,0.1624548397860938,0.08256503467848954,Card,0.33872840760632894,1,75
194,33,Tier3,MNC,72160,28797,1,22,10,1,0.35227333301277336,0.013497971510816,UPI,0.39907150776053213,0,3
195,53,Tier3,MNC,62235,9708,3,10,17,1,0.37982523285903647,0.21747317993275755,UPI,0.1559893950349482,0,3
196,23,Tier1,SME,58043,16663,1,19,5,0,0.1513199098533784,0.06939058505122889,Card,0.28708026807711523,0,1
197,32,Tier2,SME,59546,17733,0,11,13,2,0.2031083268496668,0.04880773305651315,UPI,0.29780337890034597,0,1
198,25,Tier1,Gig,64091,23462,2,13,0,3,0.1637718848049965,0.04460208018503046,Card,0.3660732396124261,0,2
199,32,Tier1,MNC,46162,7959,1,17,12,2,0.20854206189700975,0.09977024206994835,Card,0.17241454009791604,0,0
200,53,Tier3,SME,56352,15316,2,14,0,4,0.14007265790961543,0.009757392405831844,UPI,0.2717915956842703,0,2
201,33,Tier2,MNC,83678,32269,2,16,0,5,0.25761843775688864,0.0616151005812241,UPI,0.38563302182174525,0,1
202,51,Tier2,SME,45921,14219,2,7,6,0,0.07856103315323713,0.052121545325718846,NetBanking,0.30964046950197077,0,4
203,37,Tier1,SME,39402,14773,2,11,6,3,0.05603593454983474,0.14909592273502922,UPI,0.37493020658849807,0,2
204,44,Tier2,Startup,58765,15232,2,20,14,2,0.10699748933699985,0.06570191738322473,Card,0.2592019058963669,0,3
205,36,Tier2,SME,37388,15928,2,17,16,3,0.12449783644971406,0.026306052517240545,UPI,0.4260190435433829,0,2
206,30,Tier1,SME,25544,4424,2,21,16,2,0.22039014133010887,0.17257505627680808,UPI,0.17319135609145006,0,2
207,46,Tier3,MNC,53110,9419,2,23,11,4,0.2736480296331717,0.01843574003447269,Card,0.17734889851252117,0,0
208,53,Tier1,SME,88972,27451,2,12,2,3,0.23250404758927556,0.11906802951105097,Card,0.308535269522996,0,3
209,29,Tier1,SME,59227,17249,1,10,12,1,0.09371442557671189,0.09250011259721432,NetBanking,0.29123541627973726,0,1
210,47,Tier2,Startup,63571,21712,1,11,8,2,0.26418326484797044,0.0936151646473152,Card,0.3415393811643674,0,4
211,29,Tier3,SME,17397,3805,1,16,9,3,0.19562630708271606,0.04245015387744516,NetBanking,0.21871587055239408,0,3
212,45,Tier1,Startup,68762,14976,1,10,9,1,0.4350876940742437,0.08896254910718708,UPI,0.21779471219568947,0,2
213,47,Tier1,SME,61867,23183,1,13,15,0,0.12351772304380729,0.08171854596417508,Card,0.3747231965345014,0,1
214,36,Tier1,MNC,46701,11092,1,9,6,1,0.09153748491194132,0.033210698219470494,Card,0.23751097406907776,0,3
215,46,Tier3,MNC,63601,23417,1,12,17,2,0.2636094267584461,0.01889409085489938,UPI,0.3681860348107734,0,4
216,30,Tier1,MNC,63402,21696,2,23,9,3,0.04881717779496119,0.06804113963040681,UPI,0.3421974070218605,0,1
217,23,Tier2,SME,38810,6791,2,13,12,4,0.20770744400470817,0.1298101209818079,UPI,0.1749806750837413,0,4
218,24,Tier3,Gig,66637,24211,1,19,16,1,0.11684943375096152,0.03182143579172277,Card,0.3633266803727659,0,3
219,36,Tier1,Startup,83942,34739,3,13,14,2,0.23079430724604574,0.03305040831665914,UPI,0.4138452741178433,0,3
220,51,Tier2,SME,55441,21898,3,13,7,2,0.14345802926848064,0.30354992351837223,NetBanking,0.3949784455547339,0,1
221,25,Tier2,MNC,42648,6510,2,17,3,2,0.11283643528306547,0.07990345601380307,UPI,0.15264490714687676,0,1
222,36,Tier2,Gig,56448,17606,0,7,2,3,0.3123758661406018,0.00975855611371343,UPI,0.3118976757369615,0,1
223,44,Tier1,MNC,77092,32687,1,12,6,2,0.3325674639762677,0.11726848868180965,UPI,0.4239998962278836,0,2
